ID,SEX_FEMALE,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
136,0,0,1,0,0,1,0,0,240000.00,34.00,0,0,0,2,2,2,10674.00,12035.00,13681.00,13269.00,14158.00,13891.00,1500.00,1800.00,0.00,1000.00,0.00,327.00,0
137,0,1,0,0,0,0,1,0,150000.00,27.00,0,0,0,0,0,0,17444.00,19342.00,22000.00,24614.00,27200.00,30229.00,2500.00,3000.00,3000.00,3000.00,3500.00,5000.00,0
138,1,0,1,0,0,1,0,0,210000.00,33.00,0,0,0,0,0,0,7166.00,7997.00,8792.00,9189.00,4404.00,5708.00,1500.00,1500.00,1000.00,500.00,2000.00,546.00,0
139,1,0,0,1,0,1,0,0,50000.00,51.00,-1,-1,-1,-1,-2,-2,752.00,300.00,5880.00,0.00,0.00,0.00,300.00,5880.00,0.00,0.00,0.00,0.00,1
140,0,1,0,0,0,0,1,0,50000.00,24.00,0,0,0,0,0,0,50801.00,50143.00,49586.00,19430.00,19375.00,18995.00,2360.00,1700.00,1000.00,900.00,870.00,2130.00,0
141,0,1,0,0,0,0,1,0,240000.00,47.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
142,0,0,1,0,0,0,1,0,180000.00,28.00,-1,-1,-1,-1,-1,-1,1832.00,0.00,832.00,332.00,416.00,416.00,0.00,416.00,332.00,500.00,3500.00,832.00,0
143,0,0,1,0,0,0,1,0,50000.00,23.00,1,2,2,2,0,0,10131.00,10833.00,20583.00,19996.00,19879.00,18065.00,1000.00,10000.00,400.00,700.00,800.00,600.00,0
144,0,0,1,0,0,0,1,0,170000.00,29.00,-2,-2,-2,-2,-2,-2,12159.00,10000.00,10000.00,10000.00,9983.00,15846.00,10000.00,10000.00,10000.00,9983.00,15863.00,10000.00,0
145,0,1,0,0,0,0,1,0,20000.00,29.00,-1,-1,-1,-1,0,-1,1199.00,15586.00,344.00,2340.00,6702.00,339.00,15586.00,344.00,2340.00,4702.00,339.00,330.00,0
146,0,1,0,0,0,0,1,0,50000.00,28.00,0,0,0,0,0,3,4999.00,5913.00,7315.00,9195.00,10624.00,10138.00,1000.00,1500.00,2000.00,1583.00,1100.00,0.00,0
147,1,0,1,0,0,0,1,0,170000.00,27.00,0,0,0,0,0,0,19269.00,20313.00,20852.00,17560.00,17918.00,9100.00,1661.00,1200.00,351.00,358.00,182.00,0.00,1
148,0,1,0,0,0,0,1,0,200000.00,34.00,1,2,0,0,0,0,197236.00,176192.00,93069.00,135668.00,132233.00,59875.00,8000.00,5000.00,55500.00,5000.00,5000.00,8500.00,0
149,1,0,1,0,0,1,0,0,80000.00,23.00,1,2,3,2,0,0,9168.00,10522.00,10205.00,9898.00,10123.00,12034.00,1650.00,0.00,0.00,379.00,2091.00,1.00,0
150,1,1,0,0,0,1,0,0,260000.00,60.00,1,-2,-1,-1,-1,-1,-81.00,-200.00,21400.00,0.00,969.00,869.00,0.00,22500.00,0.00,969.00,1000.00,0.00,0
151,0,0,1,0,0,1,0,0,140000.00,32.00,0,0,0,0,2,0,86627.00,78142.00,68336.00,64648.00,58319.00,55251.00,3455.00,3110.00,5000.00,0.00,2100.00,2602.00,0
152,0,1,0,0,0,0,1,0,80000.00,25.00,0,0,0,0,0,0,42444.00,55744.00,43476.00,41087.00,41951.00,31826.00,30000.00,3000.00,6000.00,8000.00,2000.00,14000.00,0
153,0,1,0,0,0,0,1,0,350000.00,41.00,1,-1,-1,-1,-1,-2,208.00,2906.00,1000.00,630.00,0.00,0.00,2906.00,1000.00,630.00,0.00,0.00,0.00,0
154,1,0,1,0,0,1,0,0,280000.00,56.00,0,0,0,0,0,0,208775.00,182350.00,132257.00,101783.00,177145.00,169311.00,8042.00,6700.00,5137.00,67054.44,7000.00,6321.00,0
155,1,0,0,1,0,0,1,0,30000.00,26.00,0,0,0,0,0,0,9014.00,10406.00,11427.00,11935.00,13084.00,14206.00,1700.00,1500.00,1000.00,1500.00,1500.00,1500.00,0
156,0,1,0,0,0,1,0,0,140000.00,34.00,0,0,0,0,0,0,23944.00,28049.00,32073.00,43129.00,47086.00,48699.00,5000.00,5000.00,11885.00,5000.00,3000.00,5504.00,0
157,1,1,0,0,0,0,1,0,200000.00,37.00,0,0,0,0,0,0,105420.00,102870.00,89643.00,90938.00,92505.00,94031.00,4000.00,3250.00,3250.00,3500.00,3560.00,5000.00,0
158,1,0,0,1,0,0,1,0,200000.00,30.00,0,0,0,0,0,0,196031.00,196143.00,189524.00,167163.00,146975.00,122324.00,7300.00,7108.00,7680.00,6200.00,5000.00,4500.00,0
159,0,0,0,1,0,1,0,0,210000.00,45.00,2,3,4,4,5,6,115785.00,122904.00,129847.00,137277.00,145533.00,154105.00,10478.00,10478.00,11078.00,11078.00,11678.00,10478.00,1
160,0,0,0,1,0,1,0,0,50000.00,57.00,3,2,0,0,0,0,12854.00,12362.00,13447.00,13427.00,13711.00,14083.00,0.00,1600.00,500.00,500.00,600.00,600.00,0
161,0,1,0,0,0,0,1,0,30000.00,41.00,2,2,2,2,2,0,24357.00,27453.00,26718.00,28168.00,27579.00,28321.00,3500.00,0.00,2200.00,0.00,1200.00,1250.00,0
162,0,0,1,0,0,0,1,0,50000.00,27.00,2,-1,-1,-1,-1,2,390.00,390.00,780.00,216.00,1080.00,540.00,390.00,780.00,216.00,864.00,0.00,390.00,0
163,0,0,0,1,0,1,0,0,290000.00,47.00,-1,-1,-1,-1,0,-1,1234.00,396.00,396.00,792.00,396.00,423.00,396.00,396.00,792.00,0.00,423.00,369.00,0
164,1,1,0,0,0,1,0,0,250000.00,34.00,0,0,2,0,0,0,141223.00,156858.00,151841.00,152803.00,155997.00,160220.00,17994.00,0.00,5469.00,5656.00,6811.00,3920.00,0
165,1,0,1,0,0,1,0,0,60000.00,46.00,0,0,0,0,0,0,21148.00,23803.00,24908.00,26034.00,26655.00,27756.00,3000.00,1500.00,1500.00,1000.00,1500.00,1500.00,0
166,1,1,0,0,0,0,1,0,110000.00,27.00,0,0,0,0,0,0,101640.00,104795.00,104855.00,74737.00,76058.00,77254.00,5500.00,3900.00,3000.00,2900.00,3000.00,2800.00,0
167,0,1,0,0,0,0,1,0,370000.00,50.00,-2,-2,-2,-2,-2,-2,6093.00,15130.00,8204.00,15398.00,4792.00,13453.00,15383.00,8204.00,15413.00,4792.00,13453.00,4699.00,0
168,0,0,1,0,0,1,0,0,100000.00,27.00,-1,2,2,0,0,0,102349.00,96847.00,58824.00,29336.00,22979.00,-246.00,3166.00,0.00,1330.00,1398.00,12.00,50000.00,0
169,1,0,1,0,0,1,0,0,90000.00,35.00,0,0,0,0,0,2,72112.00,73854.00,75526.00,77317.00,85852.00,88290.00,3500.00,3500.00,3652.00,10000.00,4000.00,0.00,0
170,1,0,1,0,0,0,1,0,50000.00,22.00,0,0,0,0,0,0,28040.00,29092.00,29366.00,27737.00,28318.00,28806.00,1510.00,1442.00,982.00,1017.00,1277.00,567.00,0
171,0,0,1,0,0,0,1,0,270000.00,37.00,0,0,0,0,0,0,37695.00,33397.00,30534.00,27598.00,26344.00,24641.00,5000.00,2000.00,3000.00,4000.00,3000.00,2000.00,0
172,1,1,0,0,0,0,1,0,300000.00,30.00,-1,-1,-1,-1,-1,-1,688.00,3280.00,0.00,4340.00,2672.00,800.00,3288.00,0.00,4340.00,2672.00,800.00,746.00,0
173,1,0,1,0,0,0,1,0,50000.00,22.00,-1,0,0,0,0,0,8567.00,15273.00,11650.00,7457.00,3115.00,7725.00,15000.00,1000.00,149.00,0.00,5000.00,10000.00,0
174,1,1,0,0,0,0,1,0,50000.00,24.00,1,-2,-2,-2,-2,-2,-81.00,-200.00,-200.00,-212.02,-232.01,-331.03,0.00,0.00,0.00,0.00,0.00,0.00,1
175,0,1,0,0,0,0,1,0,360000.00,29.00,1,-2,-1,-1,-2,-2,0.00,0.00,77.00,0.00,0.00,0.00,0.00,77.00,0.00,0.00,0.00,0.00,0
176,0,0,0,1,0,1,0,0,130000.00,56.00,1,2,2,2,2,3,64617.00,65978.00,67282.00,68557.00,72796.00,71345.00,3000.00,3000.00,3000.00,5500.00,0.00,0.00,1
177,0,1,0,0,0,0,1,0,80000.00,30.00,-2,-1,0,0,0,0,6187.00,100.00,600.00,1438.00,1919.00,5380.00,504.00,500.00,1000.00,500.00,3500.00,0.00,0
178,0,0,1,0,0,0,1,0,50000.00,30.00,1,2,0,0,0,2,48860.00,47801.00,48363.00,30221.00,22877.00,22361.00,0.00,1500.00,1000.00,2000.00,0.00,2000.00,0
179,1,0,1,0,0,0,1,0,20000.00,22.00,0,0,0,0,0,0,16001.00,12622.00,13221.00,13130.00,14034.00,14906.00,1212.00,1201.00,500.00,1500.00,1500.00,1000.00,0
180,1,0,1,0,0,1,0,0,80000.00,29.00,0,0,2,0,0,0,77883.00,81811.00,80250.00,61467.00,10662.00,11486.00,5800.00,1000.00,600.00,400.00,1000.00,0.00,0
181,0,1,0,0,0,0,1,0,240000.00,37.00,-1,-1,2,0,0,-1,12212.00,26578.00,25331.00,26605.00,26279.00,1256.00,15000.00,0.00,2000.00,0.00,1256.00,65935.00,0
182,1,0,0,1,0,0,1,0,80000.00,35.00,0,-1,0,0,0,0,49608.00,12412.00,14873.00,17364.00,17770.00,17460.00,12500.00,6500.00,3000.00,2000.00,3000.00,2000.00,0
183,1,1,0,0,0,1,0,0,500000.00,47.00,0,0,0,0,0,0,56422.00,110616.00,110340.00,122967.00,108834.00,70064.00,66522.18,30357.00,30000.00,20000.00,52183.00,20000.00,0
184,1,0,1,0,0,1,0,0,60000.00,24.00,0,0,0,0,0,0,58024.00,57891.00,48839.00,18971.00,19323.00,19395.00,2500.00,1600.00,3000.00,1000.00,737.00,2000.00,1
185,0,0,1,0,0,0,1,0,20000.00,25.00,0,0,0,0,0,-1,10642.00,11677.00,13070.00,12280.00,1615.00,1620.00,1200.00,1593.00,601.00,135.00,1824.00,0.00,0
186,1,0,1,0,0,1,0,0,100000.00,38.00,1,2,0,0,2,0,14483.00,13961.00,15323.00,16268.00,15868.00,16448.00,0.00,1600.00,1500.00,0.00,1000.00,1500.00,1
187,1,1,0,0,0,0,1,0,360000.00,32.00,1,-1,-1,-1,-1,-1,2616.00,57077.00,5287.00,68445.00,13881.00,16240.00,57087.00,5295.00,68454.00,13889.00,16250.00,38313.00,0
188,1,0,0,1,0,0,1,0,200000.00,47.00,2,2,2,2,2,2,199436.00,202947.00,193936.00,196186.00,200162.00,189915.00,8214.00,7000.00,6800.00,7134.00,0.00,6836.00,1
189,1,0,1,0,0,1,0,0,130000.00,34.00,1,-1,0,0,0,0,0.00,5396.00,10270.00,13576.00,13864.00,14636.00,5396.00,5000.00,3500.00,501.00,1000.00,2000.00,0
190,1,0,1,0,0,0,1,0,20000.00,31.00,1,5,4,4,3,2,21703.00,21087.00,21461.00,20835.00,20219.00,20487.00,0.00,1000.00,0.00,0.00,760.00,0.00,0
191,0,1,0,0,0,0,1,0,310000.00,32.00,0,0,0,0,0,0,59901.00,62147.00,62102.00,65875.00,60387.00,43328.00,10020.00,6031.00,10057.00,5028.00,5060.00,4223.00,0
192,1,1,0,0,0,0,1,0,60000.00,27.00,2,0,0,0,2,0,19625.00,20347.00,21669.00,23005.00,22499.00,22873.00,1342.00,1664.00,2000.00,0.00,900.00,846.00,1
193,1,1,0,0,0,0,1,0,180000.00,29.00,-1,-1,-1,-2,-1,0,11386.00,199.00,0.00,0.00,17227.00,17042.00,199.00,0.00,0.00,17227.00,341.00,5114.00,0
194,1,1,0,0,0,0,1,0,180000.00,24.00,-1,-1,2,0,0,-2,14670.00,22087.00,21282.00,10200.00,0.00,0.00,37867.00,0.00,200.00,0.00,0.00,0.00,0
195,0,0,1,0,0,1,0,0,50000.00,36.00,0,0,0,0,-1,-1,47790.00,18114.00,18250.00,-14.00,72.00,658.00,2000.00,1000.00,2000.00,500.00,1000.00,20011.00,0
196,1,1,0,0,0,0,1,0,50000.00,24.00,1,2,2,2,2,2,36166.00,37188.00,37680.00,38462.00,39228.00,40035.00,1900.00,1400.00,1700.00,1532.00,1600.00,0.00,1
197,1,0,1,0,0,1,0,0,150000.00,34.00,-2,-2,-2,-2,-2,-2,0.00,0.00,0.00,116.00,0.00,1500.00,0.00,0.00,116.00,0.00,1500.00,0.00,0
198,1,1,0,0,0,0,1,0,20000.00,22.00,0,0,0,0,-1,0,18553.00,19446.00,19065.00,8332.00,18868.00,19247.00,1500.00,1032.00,541.00,20000.00,693.00,1000.00,0
199,1,1,0,0,0,1,0,0,500000.00,34.00,-2,-2,-2,-1,-1,-1,412.00,138.00,2299.00,1251.00,1206.00,1151.00,138.00,2299.00,1251.00,1206.00,1151.00,15816.00,0
200,1,0,0,1,0,0,1,0,30000.00,22.00,1,2,2,0,0,0,29010.00,29256.00,28122.00,29836.00,1630.00,0.00,1000.00,85.00,1714.00,104.00,0.00,0.00,1
201,1,1,0,0,0,1,0,0,180000.00,38.00,-2,-2,-2,-2,-2,-2,750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
202,0,1,0,0,0,0,1,0,140000.00,31.00,0,0,2,0,0,2,27123.00,27299.00,17985.00,20225.00,27407.00,10833.00,25000.00,0.00,3000.00,7800.00,0.00,2500.00,0
203,1,1,0,0,0,0,1,0,140000.00,26.00,-1,0,-1,-1,-1,-1,13424.00,18000.00,13001.00,5818.00,13506.00,487.00,10000.00,13001.00,5841.00,13506.00,487.00,7004.00,0
204,0,0,1,0,0,0,1,0,120000.00,26.00,0,0,0,0,0,0,107314.00,110578.00,113736.00,116000.00,119131.00,122135.00,5000.00,5000.00,4152.00,5000.00,5000.00,5000.00,0
205,1,0,1,0,0,1,0,0,360000.00,48.00,0,0,0,0,0,0,226430.00,231878.00,234192.00,190211.00,173557.00,146511.00,9100.00,7300.00,5800.00,5600.00,5600.00,4100.00,0
206,0,0,0,1,0,1,0,0,20000.00,43.00,-1,-1,0,0,0,0,227.00,20351.00,20237.00,19339.00,19450.00,19337.00,22359.00,1305.00,1258.00,1459.00,3457.00,1700.00,0
207,0,1,0,0,0,1,0,0,100000.00,47.00,-1,-1,-1,-1,-1,-1,390.00,1473.00,390.00,390.00,390.00,0.00,1473.00,390.00,390.00,390.00,0.00,2380.00,0
208,1,0,1,0,0,1,0,0,210000.00,41.00,-1,-1,-1,-1,-1,-1,3088.00,1586.00,343.00,3763.00,877.00,0.00,1586.00,343.00,3763.00,877.00,0.00,419.00,1
209,1,0,1,0,0,0,1,0,80000.00,24.00,0,0,0,0,0,0,81625.00,81554.00,79599.00,49552.00,49509.00,49568.00,3200.00,3000.00,2038.00,2000.00,1800.00,1800.00,1
210,1,1,0,0,0,1,0,0,330000.00,50.00,-1,-1,-1,-1,-2,-2,8872.00,4337.00,2854.00,1690.00,0.00,1709.00,4345.00,2854.00,1702.00,0.00,1709.00,258.00,0
211,0,1,0,0,0,0,1,0,220000.00,24.00,0,0,0,-1,-1,-1,105607.00,108917.00,111520.00,8303.00,0.00,85632.00,5000.00,5050.00,8303.00,0.00,65607.56,0.00,0
212,1,1,0,0,0,1,0,0,210000.00,38.00,1,-2,-1,0,-1,-1,0.00,0.00,250.00,123.00,789.00,1222.00,0.00,250.00,0.00,789.00,1222.00,9616.00,1
213,1,0,0,1,0,1,0,0,40000.00,43.00,0,0,0,0,0,0,38257.00,38901.00,38103.00,36207.00,33138.00,31339.00,1700.00,1504.00,1200.00,1500.00,1500.00,1000.00,0
214,0,0,1,0,0,0,1,0,30000.00,39.00,0,0,0,2,0,0,28347.00,28108.00,18388.00,12992.00,7736.00,8032.00,3036.00,2309.00,0.00,1000.00,2000.00,148.00,0
215,0,0,1,0,0,0,1,0,470000.00,27.00,2,2,2,2,0,0,296573.00,303320.00,307843.00,304997.27,285868.33,279505.06,13000.00,11001.00,0.00,10484.00,10838.00,10367.00,0
216,0,0,0,1,0,1,0,0,30000.00,42.00,-1,-1,-1,-1,-1,2,390.00,390.00,390.00,240.00,1320.00,780.00,390.00,390.00,240.00,1470.00,0.00,0.00,0
217,1,0,1,0,0,1,0,0,240000.00,36.00,1,-2,-2,-2,-2,-2,-81.00,-200.00,-200.00,-212.02,-232.01,-331.03,0.00,0.00,0.00,0.00,0.00,0.00,1
218,0,0,1,0,0,0,1,0,80000.00,36.00,2,0,0,0,0,0,79278.00,78501.00,78534.00,80016.00,76235.00,78245.00,3100.00,3500.00,3400.00,3000.00,3500.00,3000.00,0
219,1,0,0,1,0,0,0,1,110000.00,31.00,0,0,0,0,0,0,89989.00,84229.00,79288.00,73315.00,63818.00,63208.00,4000.00,5000.00,3000.00,3000.00,3000.00,8954.00,0
220,1,1,0,0,0,0,1,0,310000.00,38.00,-1,-1,-1,-1,-2,-2,1424.00,4542.00,126.00,0.00,0.00,0.00,4542.00,126.00,0.00,0.00,0.00,0.00,0
221,1,1,0,0,0,1,0,0,360000.00,40.00,2,2,2,0,0,0,105167.00,115468.00,112157.00,114690.00,117845.00,120238.00,12000.00,0.00,5900.00,5000.00,4500.00,4700.00,1
222,1,0,0,1,0,0,1,0,330000.00,45.00,0,0,0,0,0,0,335196.00,334954.00,325030.39,304997.27,285868.33,279505.06,12388.00,12378.00,12116.00,12450.00,12213.00,11678.00,0
223,1,0,1,0,0,0,1,0,300000.00,35.00,0,0,0,0,0,0,291619.00,297268.00,205629.00,215827.00,208464.00,212508.00,12019.00,9006.00,17000.00,12000.00,9557.00,15000.00,0
224,1,0,1,0,0,0,1,0,320000.00,33.00,0,0,0,0,0,0,91653.00,94037.00,108597.00,65913.00,43805.00,33263.00,10042.00,18832.00,2117.00,2076.00,5045.00,3754.00,0
225,1,0,0,1,0,0,1,0,50000.00,37.00,1,3,2,0,0,0,52626.00,51537.00,49205.00,30394.00,30249.00,29957.00,0.00,24.00,1500.00,1000.00,1201.00,30592.00,1
226,1,1,0,0,0,0,1,0,170000.00,28.00,0,0,0,0,0,0,130370.00,131199.00,128900.00,125514.00,127280.00,128839.00,6530.00,4860.00,22500.00,4820.00,4877.00,4962.00,0
227,0,0,0,1,0,1,0,0,350000.00,44.00,-1,-1,-1,-1,-1,-2,3265.00,2686.00,1864.00,569.00,0.00,0.00,2686.00,1864.00,569.00,0.00,0.00,0.00,0
228,0,0,1,0,0,1,0,0,20000.00,37.00,0,0,0,0,0,0,16455.00,16511.00,18902.00,18768.00,18650.00,19175.00,1609.00,3000.00,663.00,676.00,834.00,782.00,0
229,0,0,1,0,0,0,1,0,50000.00,23.00,2,0,0,0,0,0,49758.00,48456.00,44116.00,21247.00,20066.00,18858.00,2401.00,2254.00,2004.00,704.00,707.00,1004.00,1
230,1,0,0,1,0,0,1,0,20000.00,24.00,1,2,0,0,0,0,19154.00,18165.00,17233.00,7630.00,1730.00,0.00,0.00,1333.00,500.00,100.00,0.00,3200.00,0
231,1,1,0,0,0,0,1,0,50000.00,24.00,0,0,0,0,0,0,35084.00,35796.00,30937.00,19420.00,10385.00,1308.00,2090.00,2002.00,1002.00,238.00,1011.00,389.00,0
232,0,0,1,0,0,0,1,0,20000.00,23.00,1,2,0,0,2,0,20235.00,17132.00,16856.00,16875.00,13454.00,10104.00,0.00,1200.00,1000.00,0.00,1000.00,10000.00,1
233,0,0,1,0,0,1,0,0,50000.00,26.00,0,0,-2,-1,-1,0,102800.00,0.00,0.00,2624.00,45567.00,46557.00,0.00,0.00,2624.00,45567.00,1747.00,2000.00,0
234,0,0,1,0,0,0,1,0,190000.00,34.00,2,0,0,0,2,2,129801.00,131383.00,134379.00,142323.00,140120.00,150052.00,5000.00,5000.00,10000.00,0.00,12118.00,2769.00,1
235,1,0,1,0,0,1,0,0,60000.00,33.00,0,0,0,0,0,0,58203.00,36367.00,20934.00,20694.00,20175.00,19421.00,1506.00,1298.00,1000.00,721.00,811.00,599.00,0
236,0,1,0,0,0,0,1,0,80000.00,35.00,-1,-1,-1,-1,-1,-1,7988.00,3977.00,6848.00,1719.00,1378.00,19942.00,3983.00,6853.00,1719.00,1378.00,19942.00,2418.00,0
237,1,0,1,0,0,0,1,0,150000.00,27.00,0,0,0,0,0,0,127402.00,110050.00,51547.00,44384.00,36900.00,29497.00,4500.00,1745.00,1566.00,1208.00,1077.00,2529.00,0
238,1,1,0,0,0,0,1,0,210000.00,31.00,-2,-2,-2,-2,-1,-1,1440.00,0.00,7422.00,893.00,6082.00,2293.00,0.00,7422.00,893.00,6082.00,2293.00,3299.00,0
239,1,0,0,1,0,1,0,0,240000.00,50.00,0,0,0,0,0,0,234205.00,231669.00,214642.00,207642.00,210375.00,214694.00,10116.00,9150.00,8008.00,8000.00,8009.00,7714.00,1
240,1,0,1,0,0,0,0,1,140000.00,41.00,0,0,0,0,0,0,19346.00,21708.00,22940.00,19068.00,16409.00,16383.00,3000.00,2000.00,2198.00,1000.00,3000.00,2399.00,1
241,1,1,0,0,0,0,1,0,60000.00,28.00,1,2,2,-2,-2,-1,21501.00,20650.00,0.00,0.00,0.00,2285.00,0.00,0.00,0.00,0.00,2285.00,0.00,0
242,0,1,0,0,0,0,1,0,50000.00,39.00,0,0,0,0,0,0,47174.00,47974.00,48630.00,50803.00,30789.00,15874.00,1800.00,2000.00,3000.00,2000.00,2000.00,2000.00,0
243,1,0,1,0,0,0,1,0,50000.00,27.00,0,0,0,0,0,0,26655.00,27724.00,28676.00,27990.00,28790.00,29399.00,1800.00,1750.00,900.00,1200.00,1200.00,1100.00,0
244,1,1,0,0,0,0,1,0,180000.00,32.00,-1,-1,2,2,-1,-1,3139.00,5853.00,2821.00,0.00,2821.00,0.00,2821.00,0.00,0.00,2821.00,0.00,176.00,0
245,1,1,0,0,0,0,1,0,30000.00,40.00,-1,-1,2,2,2,2,142.00,215.00,139.00,19.00,19.00,79.00,355.00,120.00,0.00,0.00,60.00,60.00,0
246,1,0,1,0,0,0,1,0,20000.00,40.00,0,0,0,0,0,-2,19816.00,20396.00,20102.00,19575.00,0.00,0.00,1601.00,2203.00,2114.00,0.00,0.00,0.00,0
247,1,0,1,0,0,1,0,0,250000.00,60.00,0,-1,-1,-1,-1,-1,52874.00,1631.00,1536.00,1010.00,5572.00,794.00,1631.00,1536.00,1010.00,5572.00,794.00,1184.00,0
248,1,0,1,0,0,0,1,0,100000.00,27.00,0,0,0,0,0,0,37767.00,34457.00,30036.00,30337.00,30997.00,32904.00,1788.00,1799.00,1100.00,1150.00,2423.00,0.00,0
249,0,1,0,0,0,0,1,0,330000.00,25.00,0,0,0,0,2,0,46140.00,45781.00,48139.00,51137.00,39450.00,25358.00,2504.00,4007.00,5056.00,74.00,1023.00,2566.00,0
250,0,0,0,1,0,1,0,0,50000.00,46.00,0,0,0,0,0,0,35713.00,15392.00,16099.00,16418.00,16765.00,17484.00,1561.00,1268.00,587.00,611.00,1000.00,2000.00,0
251,1,0,1,0,0,0,1,0,50000.00,26.00,1,2,2,0,0,0,50867.00,51486.00,48869.00,30115.00,29527.00,29998.00,1710.00,136.00,1206.00,2002.00,2005.00,3003.00,0
252,0,0,1,0,0,0,1,0,30000.00,28.00,0,0,0,0,0,0,29242.00,29507.00,29155.00,25255.00,22001.00,0.00,5006.00,1244.00,851.00,955.00,0.00,0.00,0
253,1,0,1,0,0,0,1,0,140000.00,26.00,0,0,0,0,0,0,101551.00,105246.00,104781.00,105334.00,107699.00,106828.00,5366.00,5087.00,3605.00,3894.00,3785.00,3304.00,1
254,1,1,0,0,0,0,1,0,160000.00,28.00,0,0,0,0,-1,0,70243.00,47779.00,28052.00,7222.00,99669.00,84426.00,7042.00,2000.00,1000.00,67054.44,12600.00,10000.00,0
255,1,0,1,0,0,0,1,0,400000.00,29.00,-1,0,-1,-1,-1,-1,19532.00,3719.00,1453.00,4944.00,1896.00,2486.00,3127.00,1469.00,4968.00,1905.00,2494.00,862.00,0
256,0,0,1,0,0,1,0,0,50000.00,25.00,0,0,0,0,0,0,27699.00,28513.00,29341.00,29928.00,29533.00,28538.00,1565.00,1393.00,980.00,994.00,1024.00,886.00,0
257,1,0,1,0,0,1,0,0,140000.00,48.00,0,-1,-1,-1,-1,-1,1154.00,1233.00,862.00,1355.00,1130.00,21361.00,1233.00,1075.00,1355.00,1130.00,21361.00,1347.00,0
258,1,0,1,0,0,1,0,0,160000.00,33.00,-1,-1,-1,-1,0,-1,8015.00,2453.00,9624.00,52572.00,7333.00,2210.00,2453.00,9880.00,52572.00,1546.00,2210.00,0.00,0
259,1,0,0,1,0,1,0,0,100000.00,43.00,0,0,-2,-2,-2,-2,62170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
260,0,1,0,0,0,1,0,0,220000.00,48.00,2,0,0,0,0,0,210380.00,213522.00,201852.00,169115.00,172169.00,162402.00,10000.00,9020.00,6000.00,5500.00,6000.00,5500.00,1
261,1,1,0,0,0,0,1,0,500000.00,29.00,0,0,0,0,0,0,78331.00,99414.00,107686.00,103776.00,87265.00,36739.00,40010.00,20094.00,5000.00,5001.00,25365.00,65000.00,0
262,0,0,1,0,0,0,1,0,50000.00,29.00,0,0,0,0,0,0,49276.00,35100.00,32563.00,27823.00,29130.00,28309.00,1602.00,1400.00,3000.00,3130.00,1062.00,6318.00,0
263,1,1,0,0,0,1,0,0,160000.00,38.00,-1,-1,-1,-1,2,-1,4473.00,4664.00,5969.00,18941.00,16578.00,12652.00,4664.00,5969.00,18941.00,0.00,12652.00,1916.00,0
264,1,1,0,0,0,0,1,0,230000.00,37.00,-2,-2,-2,-2,-2,-2,2283.00,50815.00,0.00,0.00,299.00,338.00,51315.00,0.00,0.00,299.00,338.00,0.00,0
265,1,1,0,0,0,0,1,0,80000.00,37.00,-1,-1,-1,-1,-1,-1,10115.00,249.00,5986.00,188.00,1644.00,16872.00,258.00,5995.00,188.00,1644.00,16872.00,4000.00,0
266,1,0,1,0,0,1,0,0,150000.00,25.00,-1,-1,-2,-1,-1,-1,6156.00,0.00,0.00,316.00,316.00,316.00,0.00,0.00,316.00,316.00,316.00,316.00,0
267,0,0,0,1,0,0,1,0,10000.00,23.00,0,0,0,0,0,2,6974.00,7838.00,9002.00,9182.00,9729.00,9411.00,1134.00,1298.00,478.00,847.00,0.00,175.00,0
268,1,0,0,1,0,0,1,0,130000.00,49.00,0,0,0,0,0,0,89003.00,91362.00,72197.00,49654.00,28065.00,27500.00,4100.00,3095.00,1630.00,561.00,600.00,0.00,1
269,1,1,0,0,0,0,1,0,40000.00,48.00,0,0,0,0,0,0,34871.00,34449.00,33634.00,34586.00,34762.00,35673.00,1600.00,1600.00,1500.00,1500.00,1500.00,1500.00,0
270,0,0,1,0,0,0,1,0,50000.00,27.00,3,2,2,0,0,-1,13694.00,14880.00,14242.00,13968.00,14319.00,2614.00,1700.00,0.00,426.00,501.00,2614.00,1390.00,1
271,0,0,0,1,0,0,1,0,100000.00,32.00,0,0,0,0,0,0,70003.00,31545.00,20974.00,19713.00,19848.00,18126.00,2035.00,2004.00,616.00,2007.00,1009.00,2015.00,0
272,0,1,0,0,0,1,0,0,120000.00,34.00,-1,2,-1,0,0,0,1082.00,632.00,1350.00,900.00,450.00,0.00,0.00,1350.00,0.00,0.00,0.00,450.00,0
273,1,1,0,0,0,0,1,0,260000.00,58.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
